"Status";"Gas Day Start (status at 6AM CET)";"Gas Day End";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Technical Capacity (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)";"Contracted Capacity (TWh)";"Available Capacity (TWh)"
"E";"2021-09-21";"2021-09-22";"807.7443";"72.2";"0.16";"2096.91";"288.6";"1118.751";"11504.35";"19576.25";"0";"0"
"E";"2021-09-20";"2021-09-21";"805.9291";"72.04";"0.18";"2459.35";"421.1";"1118.751";"11504.43";"19576.05";"0";"0"
"E";"2021-09-19";"2021-09-20";"803.882";"71.86";"0.3";"3600.74";"223.8";"1118.751";"11528.83";"19429";"0";"0"
"E";"2021-09-18";"2021-09-19";"800.4983";"71.55";"0.29";"3495.99";"225";"1118.751";"11529.25";"19427.88";"0";"0"
"E";"2021-09-17";"2021-09-18";"797.2105";"71.26";"0.2";"2500.23";"327.3";"1118.751";"11529.49";"19427.25";"0";"0"
"E";"2021-09-16";"2021-09-17";"794.9216";"71.05";"0.12";"1700.24";"347.2";"1118.751";"11529.63";"19426.87";"0";"0"
"E";"2021-09-15";"2021-09-16";"793.5583";"70.93";"0.11";"1622.77";"377.4";"1118.751";"11528.57";"19429.66";"0";"0"
"E";"2021-09-14";"2021-09-15";"792.3193";"70.82";"0.14";"1965.04";"434.3";"1118.751";"11528.49";"19429.89";"0";"0"
"E";"2021-09-13";"2021-09-14";"790.7787";"70.68";"0.17";"2384.42";"486.9";"1118.751";"11528.38";"19430.19";"0";"0"
"E";"2021-09-12";"2021-09-13";"788.8784";"70.51";"0.3";"3480.32";"178";"1118.7535";"11528.75";"19429.48";"0";"0"
"E";"2021-09-11";"2021-09-12";"785.5548";"70.22";"0.29";"3427.01";"226.8";"1118.7535";"11529.03";"19428.74";"0";"0"
"E";"2021-09-10";"2021-09-11";"782.3392";"69.93";"0.21";"2556.38";"268.2";"1118.7535";"11529.26";"19428.12";"0";"0"
"E";"2021-09-09";"2021-09-10";"780.0382";"69.72";"0.22";"2655.95";"288.2";"1118.7535";"11529.58";"19427.28";"0";"0"
"E";"2021-09-08";"2021-09-09";"777.6213";"69.51";"0.21";"2631.67";"285.9";"1118.7535";"11529.77";"19426.77";"0";"0"
"E";"2021-09-07";"2021-09-08";"775.2655";"69.3";"0.17";"2298.76";"358.8";"1118.7535";"11530.16";"19425.75";"0";"0"
"E";"2021-09-06";"2021-09-07";"773.3166";"69.12";"0.22";"2341.75";"243.7";"1118.7535";"11530.49";"19424.88";"0";"0"
"E";"2021-09-05";"2021-09-06";"770.8914";"68.79";"0.34";"3969.44";"190.7";"1120.5803";"11531.57";"19425.08";"0";"0"
"E";"2021-09-04";"2021-09-05";"767.0997";"68.46";"0.3";"3582.02";"252.1";"1120.5803";"11531.93";"19424.14";"0";"0"
"E";"2021-09-03";"2021-09-04";"763.7573";"68.16";"0.23";"2794.83";"273.2";"1120.5803";"11532.12";"19423.65";"0";"0"
"E";"2021-09-02";"2021-09-03";"761.2179";"67.93";"0.21";"2810.22";"504";"1120.5803";"11532.25";"19423.29";"0";"0"
"E";"2021-09-01";"2021-09-02";"758.9021";"67.72";"0.46";"3674.98";"292.1";"1120.5803";"11532.42";"19422.86";"0";"0"
"E";"2021-08-31";"2021-09-01";"753.8002";"67.29";"0.18";"3550.5";"438.1";"1120.2803";"11532.78";"19421.89";"0";"0"
"E";"2021-08-30";"2021-08-31";"751.7746";"67.11";"0.32";"3685.29";"190.8";"1120.2803";"11533.07";"19421.12";"0";"0"
"E";"2021-08-29";"2021-08-30";"748.2359";"66.79";"0.39";"4589.87";"171.7";"1120.2759";"11533.39";"19419.78";"0";"0"
"E";"2021-08-28";"2021-08-29";"743.8505";"66.4";"0.38";"4467.63";"185.2";"1120.2759";"11533.78";"19418.75";"0";"0"
"E";"2021-08-27";"2021-08-28";"739.5998";"66.02";"0.35";"4195.51";"257";"1120.2759";"11534.32";"19417.32";"0";"0"
"E";"2021-08-26";"2021-08-27";"735.6869";"65.67";"0.32";"3732.07";"245.5";"1120.2759";"11534.71";"19416.29";"0";"0"
"E";"2021-08-25";"2021-08-26";"732.1555";"65.35";"0.32";"3769.66";"186.4";"1120.2759";"11535.2";"19415";"0";"0"
"E";"2021-08-24";"2021-08-25";"728.5991";"65.04";"0.33";"3915.1";"197.6";"1120.2759";"11567.33";"19413.95";"0";"0"
"E";"2021-08-23";"2021-08-24";"724.8595";"64.7";"0.33";"3963.72";"262.7";"1120.2759";"11567.47";"19413.56";"0";"0"
"E";"2021-08-22";"2021-08-23";"721.1405";"64.37";"0.37";"4548.66";"373.8";"1120.2642";"11535.67";"19412.42";"0";"0"
"E";"2021-08-21";"2021-08-22";"716.9448";"64";"0.37";"4486.01";"380.1";"1120.2642";"11573.92";"19411.95";"0";"0"
"E";"2021-08-20";"2021-08-21";"712.8232";"63.63";"0.34";"4263.02";"433.8";"1120.2642";"11574";"19411.75";"0";"0"
"E";"2021-08-19";"2021-08-20";"708.9664";"63.29";"0.31";"3929.3";"475.8";"1120.2642";"11574.01";"19411.71";"0";"0"
"E";"2021-08-18";"2021-08-19";"705.4953";"62.98";"0.3";"3916.2";"513.3";"1120.2642";"11574.14";"19411.37";"0";"0"
"E";"2021-08-17";"2021-08-18";"702.0817";"62.67";"0.29";"4003.67";"549.7";"1120.2642";"11574.16";"19411.31";"0";"0"
"E";"2021-08-16";"2021-08-17";"698.822";"62.38";"0.34";"4597.54";"606.8";"1120.2642";"11574.44";"19410.59";"0";"0"
"E";"2021-08-15";"2021-08-16";"695.0051";"62.04";"0.39";"4917.53";"517.1";"1120.2711";"11574.93";"19410.08";"0";"0"
"E";"2021-08-14";"2021-08-15";"690.5919";"61.65";"0.4";"5012.71";"506";"1120.2711";"11575.35";"19408.96";"0";"0"
"E";"2021-08-13";"2021-08-14";"686.0707";"61.24";"0.34";"4478.06";"734.7";"1120.2711";"11575.76";"19407.87";"0";"0"
"E";"2021-08-12";"2021-08-13";"682.309";"60.91";"0.3";"4189.98";"804.2";"1120.2711";"11576.06";"19407.07";"0";"0"
"E";"2021-08-11";"2021-08-12";"678.9042";"60.6";"0.28";"4189.12";"744";"1120.2711";"11575.96";"19407.35";"0";"0"
"E";"2021-08-10";"2021-08-11";"675.7553";"60.32";"0.33";"4118.82";"472.9";"1120.2711";"11575.74";"19407.92";"0";"0"
"E";"2021-08-09";"2021-08-10";"672.1011";"59.99";"0.31";"3916.31";"543";"1120.2711";"11575.4";"19393.34";"0";"0"
"E";"2021-08-08";"2021-08-09";"668.6785";"59.69";"0.39";"4758.67";"411.8";"1120.2833";"11575.47";"19410.05";"0";"0"
"E";"2021-08-07";"2021-08-08";"664.3121";"59.3";"0.39";"4773.08";"401.3";"1120.2833";"11575.3";"19410.49";"0";"0"
"E";"2021-08-06";"2021-08-07";"659.925";"58.91";"0.38";"4554.17";"380.5";"1120.2833";"11575.06";"19411.13";"0";"0"
"E";"2021-08-05";"2021-08-06";"655.7198";"58.53";"0.31";"3902.53";"487";"1120.2833";"11575.12";"19556.97";"0";"0"
"E";"2021-08-04";"2021-08-05";"652.2912";"58.23";"0.29";"3649.4";"391.7";"1120.2833";"11575.01";"19557.26";"0";"0"
"E";"2021-08-03";"2021-08-04";"649.028";"57.93";"0.3";"3479.54";"405.4";"1120.2833";"11574.92";"19557.48";"0";"0"
"E";"2021-08-02";"2021-08-03";"645.6469";"57.63";"0.36";"3749.84";"359";"1120.2833";"11574.99";"19411.31";"0";"0"
"E";"2021-08-01";"2021-08-02";"641.6465";"57.28";"0.33";"4509.3";"203.6";"1120.2784";"11574.91";"19410.96";"0";"0"
"E";"2021-07-31";"2021-08-01";"637.9227";"56.83";"0.39";"5785.18";"202";"1122.4272";"11575.11";"19410.43";"0";"0"
"E";"2021-07-30";"2021-07-31";"633.5637";"56.45";"0.34";"4075.95";"237.2";"1122.4272";"11575.37";"19409.75";"0";"0"
"E";"2021-07-29";"2021-07-30";"629.6982";"56.1";"0.35";"4189.28";"241.8";"1122.3905";"11575.58";"19409.18";"0";"0"
"E";"2021-07-28";"2021-07-29";"625.7547";"55.75";"0.35";"4070.52";"170.6";"1122.3905";"11575.75";"19408.75";"0";"0"
"E";"2021-07-27";"2021-07-28";"621.8518";"55.4";"0.33";"3855.98";"193";"1122.3905";"11576.36";"19407.12";"0";"0"
"E";"2021-07-26";"2021-07-27";"618.1718";"55.08";"0.33";"3925.11";"273.8";"1122.3905";"11576.99";"19405.46";"0";"0"
"E";"2021-07-25";"2021-07-26";"614.5048";"54.75";"0.41";"4795.83";"154.7";"1122.3837";"11577.47";"19403.42";"0";"0"
"E";"2021-07-24";"2021-07-25";"609.8726";"54.34";"0.42";"4861.07";"191";"1122.3837";"11577.69";"19402.83";"0";"0"
"E";"2021-07-23";"2021-07-24";"605.1799";"53.92";"0.33";"3927.1";"164.6";"1122.3837";"11577.53";"19398.42";"0";"0"
"E";"2021-07-22";"2021-07-23";"601.4287";"53.58";"0.17";"2759.19";"801";"1122.3837";"11577.36";"19389.07";"0";"0"
"E";"2021-07-21";"2021-07-22";"599.4707";"53.41";"0.17";"2836.08";"926.4";"1122.3837";"11577.25";"19392.23";"0";"0"
"E";"2021-07-20";"2021-07-21";"597.521";"53.24";"0.18";"2755.28";"944.1";"1122.3837";"11577.13";"19372";"0";"0"
"E";"2021-07-19";"2021-07-20";"595.4542";"53.05";"0.22";"3295.67";"849.4";"1122.3837";"11576.85";"19356.53";"0";"0"
"E";"2021-07-18";"2021-07-19";"592.9821";"52.83";"0.31";"4088.39";"663.1";"1122.3778";"11576.74";"19404.69";"0";"0"
"E";"2021-07-17";"2021-07-18";"589.5373";"52.53";"0.3";"3954.27";"648.3";"1122.3778";"11576.85";"19404.39";"0";"0"
"E";"2021-07-16";"2021-07-17";"586.208";"52.23";"0.24";"3137.44";"753.7";"1122.3778";"11576.75";"19381.02";"0";"0"
"E";"2021-07-15";"2021-07-16";"583.5267";"51.94";"0.16";"2724.99";"948.2";"1123.3778";"11576.54";"19395.12";"0";"0"
"E";"2021-07-14";"2021-07-15";"581.7566";"51.74";"0.17";"2808.73";"874.3";"1124.3546";"11576.44";"19388.23";"0";"0"
"E";"2021-07-13";"2021-07-14";"579.8196";"51.57";"0.16";"2805.54";"963.5";"1124.3546";"11576.67";"19397.78";"0";"0"
"E";"2021-07-12";"2021-07-13";"578.0113";"51.41";"0.29";"3562.39";"303.5";"1124.3546";"11576.72";"19346.51";"0";"0"
"E";"2021-07-11";"2021-07-12";"574.7358";"51.12";"0.42";"4797.38";"140.5";"1124.3619";"11577.11";"19404.54";"0";"0"
"E";"2021-07-10";"2021-07-11";"570.0635";"50.7";"0.41";"4687.78";"128.3";"1124.3619";"11577.42";"19403.72";"0";"0"
"E";"2021-07-09";"2021-07-10";"565.4922";"50.29";"0.29";"3825.29";"539.1";"1124.3619";"11577.27";"19380.58";"0";"0"
"E";"2021-07-08";"2021-07-09";"562.2263";"50";"0.22";"3310.79";"803.1";"1124.3619";"11577.05";"19323.99";"0";"0"
"E";"2021-07-07";"2021-07-08";"559.7112";"49.78";"0.23";"3357.8";"763.7";"1124.3619";"11576.57";"19255.89";"0";"0"
"E";"2021-07-06";"2021-07-07";"557.1571";"49.55";"0.27";"3718.03";"691.9";"1124.3619";"11576.81";"19405.32";"0";"0"
"E";"2021-07-05";"2021-07-06";"554.1224";"49.28";"0.37";"4255.08";"194.2";"1124.3619";"11623.72";"19405.05";"0";"0"
"E";"2021-07-04";"2021-07-05";"549.9634";"48.91";"0.44";"5051.82";"117.2";"1124.358";"11623.81";"19404.36";"0";"0"
"E";"2021-07-03";"2021-07-04";"545.019";"48.47";"0.42";"4870.67";"171.9";"1124.358";"11623.97";"19403.95";"0";"0"
"E";"2021-07-02";"2021-07-03";"540.3217";"48.06";"0.26";"3244.4";"355.7";"1124.358";"11623.92";"19404.07";"0";"0"
"E";"2021-07-01";"2021-07-02";"537.4291";"47.8";"0.29";"3219.47";"339.4";"1124.358";"11623.86";"19404.24";"0";"0"
"E";"2021-06-30";"2021-07-01";"534.1234";"47.51";"0.27";"3798.25";"226.1";"1124.2088";"11623.87";"19404.21";"0";"0"
"E";"2021-06-29";"2021-06-30";"531.0474";"47.24";"0.29";"3349.52";"150.1";"1124.2088";"11623.92";"19404.07";"0";"0"
"E";"2021-06-28";"2021-06-29";"527.8429";"46.95";"0.3";"3452.98";"115.7";"1124.2088";"11624.02";"19403.81";"0";"0"
"E";"2021-06-27";"2021-06-28";"524.4934";"46.65";"0.4";"4640.21";"188.2";"1124.2215";"11624.52";"19403.94";"0";"0"
"E";"2021-06-26";"2021-06-27";"520.0434";"46.26";"0.37";"4401.34";"271.7";"1124.2215";"11624.79";"19403.22";"0";"0"
"E";"2021-06-25";"2021-06-26";"515.9164";"45.89";"0.26";"3076.81";"194.9";"1124.2215";"11624.84";"19403.09";"0";"0"
"E";"2021-06-24";"2021-06-25";"513.0258";"45.63";"0.22";"2704.91";"281.7";"1124.2215";"11624.84";"19403.08";"0";"0"
"E";"2021-06-23";"2021-06-24";"510.5949";"45.42";"0.2";"2669.58";"415.2";"1124.2215";"11624.83";"19403.13";"0";"0"
"E";"2021-06-22";"2021-06-23";"508.3495";"45.22";"0.2";"2828.68";"560.2";"1124.2215";"11624.79";"19330.31";"0";"0"
"E";"2021-06-21";"2021-06-22";"506.1188";"45.02";"0.3";"3567.01";"231";"1124.2215";"11624.71";"19403.44";"0";"0"
"E";"2021-06-20";"2021-06-21";"502.7627";"44.72";"0.4";"4576.32";"107.6";"1124.2244";"11624.85";"19403.4";"0";"0"
"E";"2021-06-19";"2021-06-20";"498.2845";"44.32";"0.39";"4568.45";"140.6";"1124.2244";"11625";"19403";"0";"0"
"E";"2021-06-18";"2021-06-19";"493.8497";"43.93";"0.34";"4003.26";"144.4";"1124.2244";"11625.1";"19402.75";"0";"0"
"E";"2021-06-17";"2021-06-18";"490.0117";"43.59";"0.28";"3446.65";"336.3";"1124.2244";"11625.17";"19402.56";"0";"0"
"E";"2021-06-16";"2021-06-17";"486.9022";"43.31";"0.28";"3368.55";"226.4";"1124.2244";"11625.24";"19402.37";"0";"0"
"E";"2021-06-15";"2021-06-16";"483.7557";"43.03";"0.29";"3582.87";"312.2";"1124.2244";"11625.19";"19402.49";"0";"0"
"E";"2021-06-14";"2021-06-15";"480.4695";"42.74";"0.35";"4126.31";"152.2";"1124.2244";"11625.26";"19402.31";"0";"0"
"E";"2021-06-13";"2021-06-14";"476.4825";"42.38";"0.46";"5169.46";"124.4";"1124.2259";"11625.36";"19402.22";"0";"0"
"E";"2021-06-12";"2021-06-13";"471.3373";"41.93";"0.43";"5024.79";"124.1";"1124.2259";"11625.38";"19402.17";"0";"0"
"E";"2021-06-11";"2021-06-12";"466.4505";"41.49";"0.32";"3891.69";"305.4";"1124.2259";"11625.38";"19402.15";"0";"0"
"E";"2021-06-10";"2021-06-11";"462.8818";"41.17";"0.29";"3690.52";"426.7";"1124.2259";"11625.52";"19401.79";"0";"0"
"E";"2021-06-09";"2021-06-10";"459.5693";"40.88";"0.22";"3183.27";"636.1";"1124.2259";"11625.45";"19277.4";"0";"0"
"E";"2021-06-08";"2021-06-09";"457.0595";"40.66";"0.31";"3757.77";"280.9";"1124.2259";"11625.6";"19401.6";"0";"0"
"E";"2021-06-07";"2021-06-08";"453.5808";"40.35";"0.32";"3849.23";"267.9";"1124.2259";"11625.11";"19402.88";"0";"0"
"E";"2021-06-06";"2021-06-07";"449.9995";"40.03";"0.44";"5027.88";"123.2";"1124.222";"11625.17";"19402.28";"0";"0"
"E";"2021-06-05";"2021-06-06";"445.0886";"39.59";"0.43";"4898.22";"112.6";"1124.222";"11625.34";"19401.82";"0";"0"
"E";"2021-06-04";"2021-06-05";"440.2905";"39.16";"0.39";"4519.3";"116.9";"1124.222";"11625.5";"19401.39";"0";"0"
"E";"2021-06-03";"2021-06-04";"435.8824";"38.77";"0.4";"4639.75";"128.8";"1124.222";"11625.7";"19400.88";"0";"0"
"E";"2021-06-02";"2021-06-03";"431.3447";"38.37";"0.42";"4824.9";"204";"1124.222";"11625.71";"19400.86";"0";"0"
"E";"2021-06-01";"2021-06-02";"426.6578";"37.95";"0.37";"4428.63";"224.4";"1124.222";"11625.76";"19400.71";"0";"0"
"E";"2021-05-31";"2021-06-01";"422.5138";"37.59";"0.23";"4706.25";"200";"1123.972";"11625.89";"19400.36";"0";"0"
"E";"2021-05-30";"2021-05-31";"419.8913";"37.36";"0.43";"4977.55";"195.8";"1123.9627";"11625.77";"19399.63";"0";"0"
"E";"2021-05-29";"2021-05-30";"415.0799";"36.93";"0.41";"4770.84";"153.7";"1123.9627";"11625.89";"19399.32";"0";"0"
"E";"2021-05-28";"2021-05-29";"410.4953";"36.52";"0.25";"3318.36";"472.3";"1123.9627";"11625.85";"19212.14";"0";"0"
"E";"2021-05-27";"2021-05-28";"407.6938";"36.27";"0.16";"2704.94";"858.6";"1123.9627";"11625.74";"19302.61";"0";"0"
"E";"2021-05-26";"2021-05-27";"405.8979";"36.11";"0.19";"2810.43";"664.5";"1123.9627";"11625.69";"19399.83";"0";"0"
"E";"2021-05-25";"2021-05-26";"403.7628";"35.92";"0.23";"3283.08";"639.4";"1123.9627";"11625.77";"19399.64";"0";"0"
"E";"2021-05-24";"2021-05-25";"401.1457";"35.69";"0.32";"3901.63";"364.5";"1123.9627";"11625.85";"19399.42";"0";"0"
"E";"2021-05-23";"2021-05-24";"397.5584";"35.37";"0.37";"4544.48";"293.6";"1123.9681";"11626.07";"19399.47";"0";"0"
"E";"2021-05-22";"2021-05-23";"393.3714";"35";"0.35";"4323.07";"326.8";"1123.9681";"11626.09";"19399.4";"0";"0"
"E";"2021-05-21";"2021-05-22";"389.3853";"34.64";"0.31";"3830.15";"337.2";"1123.9681";"11626.1";"19305.81";"0";"0"
"E";"2021-05-20";"2021-05-21";"385.8929";"34.33";"0.26";"3461.45";"570.3";"1123.9681";"11626.12";"19154.08";"0";"0"
"E";"2021-05-19";"2021-05-20";"383.0195";"34.08";"0.16";"2662.57";"846.1";"1123.9681";"11626";"19108.6";"0";"0"
"E";"2021-05-18";"2021-05-19";"381.2107";"33.92";"0.14";"2614.29";"994.4";"1123.9681";"11625.86";"19108.65";"0";"0"
"E";"2021-05-17";"2021-05-18";"379.6248";"33.78";"0.21";"3144.86";"781.4";"1123.9681";"11625.72";"19118.88";"0";"0"
"E";"2021-05-16";"2021-05-17";"377.2896";"33.57";"0.34";"4208.6";"396.3";"1123.9676";"11625.61";"19125.69";"0";"0"
"E";"2021-05-15";"2021-05-16";"373.4829";"33.29";"0.33";"4112.39";"411.4";"1121.8926";"11625.55";"19400.78";"0";"0"
"E";"2021-05-14";"2021-05-15";"369.782";"32.96";"0.31";"3692.69";"270.5";"1121.8926";"11625.56";"19400.75";"0";"0"
"E";"2021-05-13";"2021-05-14";"366.3428";"32.64";"0.33";"3957.01";"255.1";"1122.4926";"11625.63";"19360.14";"0";"0"
"E";"2021-05-12";"2021-05-13";"362.6226";"32.32";"0.28";"3515.16";"327.6";"1121.8926";"11625.63";"19400.56";"0";"0"
"E";"2021-05-11";"2021-05-12";"359.4331";"32.04";"0.31";"3756.06";"266.4";"1121.8926";"11625.66";"19400.5";"0";"0"
"E";"2021-05-10";"2021-05-11";"355.9459";"31.73";"0.37";"4222.66";"177.2";"1121.8926";"11625.8";"19400.11";"0";"0"
"E";"2021-05-09";"2021-05-10";"351.8024";"31.36";"0.4";"4701.05";"130.4";"1121.8906";"11625.76";"19399.99";"0";"0"
"E";"2021-05-08";"2021-05-09";"347.263";"30.95";"0.28";"3398.21";"241.5";"1121.8906";"11625.79";"19399.91";"0";"0"
"E";"2021-05-07";"2021-05-08";"344.1167";"30.67";"0.05";"1966.63";"1419.5";"1121.8906";"11625.62";"19271.45";"0";"0"
"E";"2021-05-06";"2021-05-07";"343.5909";"30.63";"0";"1766.37";"1796";"1121.8906";"11625.35";"19206.66";"0";"0"
"E";"2021-05-05";"2021-05-06";"343.6199";"30.63";"0.03";"1772.64";"1424.1";"1121.8905";"11625.05";"19204.22";"0";"0"
"E";"2021-05-04";"2021-05-05";"343.3034";"30.6";"0.12";"2182.85";"807";"1121.8905";"11624.93";"19336.26";"0";"0"
"E";"2021-05-03";"2021-05-04";"341.9475";"30.48";"0.1";"1978.33";"915.9";"1121.8905";"11621.83";"19402.45";"0";"0"
"E";"2021-05-02";"2021-05-03";"340.8527";"30.38";"0.22";"2804.53";"371.7";"1121.892";"11613.86";"19402.56";"0";"0"
"E";"2021-05-01";"2021-05-02";"338.4377";"30.17";"0.21";"2779.23";"352.5";"1121.892";"11520.31";"19398";"0";"0"
"E";"2021-04-30";"2021-05-01";"336.0534";"29.94";"-0.18";"1504.06";"907.7";"1122.272";"11474.89";"19499.43";"0";"0"
"E";"2021-04-29";"2021-04-30";"338.1295";"30.13";"0.09";"1702.73";"670.8";"1122.272";"11436.76";"19499.71";"0";"0"
"E";"2021-04-28";"2021-04-29";"337.1018";"30.04";"0.1";"1696.73";"607";"1122.272";"11414.79";"19499.36";"0";"0"
"E";"2021-04-27";"2021-04-28";"336.0143";"29.94";"0.08";"1535.58";"666.9";"1122.272";"11409.89";"19499.17";"0";"0"
"E";"2021-04-26";"2021-04-27";"335.1666";"29.87";"0.09";"1640.96";"604.1";"1122.272";"11436.76";"19499.15";"0";"0"
"E";"2021-04-25";"2021-04-26";"334.1302";"29.77";"0.24";"2946.69";"292.8";"1122.27";"11436.82";"19498.76";"0";"0"
"E";"2021-04-24";"2021-04-25";"331.4765";"29.56";"0.24";"2964.84";"284.2";"1121.27";"11436.92";"19498.48";"0";"0"
"E";"2021-04-23";"2021-04-24";"328.7841";"29.3";"0.08";"1579.19";"629.3";"1122.27";"11436.93";"19498.46";"0";"0"
"E";"2021-04-22";"2021-04-23";"327.8492";"29.21";"0.07";"1493.24";"760.8";"1122.27";"11436.98";"19498.34";"0";"0"
"E";"2021-04-21";"2021-04-22";"327.1148";"29.15";"0.06";"1396.7";"689.7";"1122.27";"11436.94";"19498.44";"0";"0"
"E";"2021-04-20";"2021-04-21";"326.4169";"29.09";"0";"1173.44";"1208.5";"1122.27";"11437.08";"19506.7";"0";"0"
"E";"2021-04-19";"2021-04-20";"326.4643";"29.09";"-0.05";"866.33";"1434.3";"1122.27";"11437.03";"19506.71";"0";"0"
"E";"2021-04-18";"2021-04-19";"327.024";"29.14";"0.03";"1428.4";"1013.4";"1122.2744";"11437.09";"19514.32";"0";"0"
"E";"2021-04-17";"2021-04-18";"326.6411";"29.11";"-0.01";"1125.59";"1209.5";"1122.2744";"11437";"19521.6";"0";"0"
"E";"2021-04-16";"2021-04-17";"326.7471";"29.11";"-0.14";"745.54";"2268.3";"1122.2744";"11436.84";"19493.49";"0";"0"
"E";"2021-04-15";"2021-04-16";"328.3099";"29.25";"-0.24";"355.99";"3030.8";"1122.2744";"11436.6";"19458.9";"0";"0"
"E";"2021-04-14";"2021-04-15";"331.0085";"29.49";"-0.28";"399.56";"3439.2";"1122.2744";"11436.3";"19428.42";"0";"0"
"E";"2021-04-13";"2021-04-14";"334.1632";"29.76";"-0.3";"487.81";"3798.5";"1122.7309";"11435.98";"19351.08";"0";"0"
"E";"2021-04-12";"2021-04-13";"337.5356";"30.06";"-0.26";"591.26";"3476.9";"1122.7309";"11435.62";"19434.8";"0";"0"
"E";"2021-04-11";"2021-04-12";"340.4558";"30.32";"0.01";"1465.08";"1500.5";"1122.7377";"11435.73";"19481.05";"0";"0"
"E";"2021-04-10";"2021-04-11";"340.3205";"30.31";"-0.04";"929.22";"1440.8";"1122.7377";"11435.66";"19493.88";"0";"0"
"E";"2021-04-09";"2021-04-10";"340.7722";"30.35";"-0.15";"695.12";"2361.9";"1122.7377";"11435.61";"19474.27";"0";"0"
"E";"2021-04-08";"2021-04-09";"342.483";"30.5";"-0.25";"438.43";"3178.2";"1122.7377";"11435.2";"19516.82";"0";"0"
"E";"2021-04-07";"2021-04-08";"345.25";"30.75";"-0.28";"416.72";"3531.1";"1122.7377";"11434.95";"19471.22";"0";"0"
"E";"2021-04-06";"2021-04-07";"348.4116";"31.03";"-0.17";"989.6";"2886.5";"1122.7377";"11307.88";"19538.42";"0";"0"
"E";"2021-04-05";"2021-04-06";"350.3698";"31.21";"0.08";"2023.23";"1100.1";"1122.7377";"11258.09";"19537.79";"0";"0"
"E";"2021-04-04";"2021-04-05";"349.4529";"31.13";"0.2";"2763.81";"536.6";"1122.7377";"11197.15";"19537.02";"0";"0"
"E";"2021-04-03";"2021-04-04";"347.2507";"30.93";"0.2";"2764.63";"541.5";"1122.7377";"11196.72";"19536.4";"0";"0"
"E";"2021-04-02";"2021-04-03";"345.0231";"30.73";"0.18";"2678.48";"513.6";"1122.7377";"11260.86";"19536.19";"0";"0"
"E";"2021-04-01";"2021-04-02";"343.0023";"30.55";"0.45";"2861.91";"365";"1122.7377";"11255.52";"19536.82";"0";"0"
"E";"2021-03-31";"2021-04-01";"337.9001";"29.99";"0.08";"2645.97";"1599.9";"1126.5885";"11461.03";"19549.52";"0";"0"
"E";"2021-03-30";"2021-03-31";"337.028";"30.07";"0.17";"2149.54";"1045.1";"1120.9238";"11323.94";"19291.87";"0";"0"
"E";"2021-03-29";"2021-03-30";"335.1305";"29.9";"0.02";"1699.9";"1255";"1120.9238";"11323.53";"19216.19";"0";"0"
"E";"2021-03-28";"2021-03-29";"334.9525";"29.88";"0.05";"1723.59";"1141.3";"1120.9238";"11323.23";"19298.21";"0";"0"
"E";"2021-03-27";"2021-03-28";"334.3579";"29.86";"0.04";"1697.44";"1215.4";"1119.9301";"11153.75";"19029.4";"0";"0"
"E";"2021-03-26";"2021-03-27";"333.9284";"29.79";"0.02";"1548.52";"1351.5";"1120.9238";"11317.4";"19300.37";"0";"0"
"E";"2021-03-25";"2021-03-26";"333.7216";"29.77";"-0.11";"906.02";"2119.7";"1120.9252";"11316.82";"19279.95";"0";"0"
"E";"2021-03-24";"2021-03-25";"334.927";"29.88";"-0.17";"798.34";"2677.3";"1120.9252";"11316.31";"19303.6";"0";"0"
"E";"2021-03-23";"2021-03-24";"336.8219";"30.05";"-0.24";"553.47";"3243.3";"1120.9252";"11315.64";"19260.55";"0";"0"
"E";"2021-03-22";"2021-03-23";"339.5541";"30.29";"-0.31";"323.66";"3759.3";"1120.9271";"11314.98";"19255.57";"0";"0"
"E";"2021-03-21";"2021-03-22";"343.022";"30.6";"-0.16";"790.13";"2579.6";"1120.9271";"11314.51";"19278.96";"0";"0"
"E";"2021-03-20";"2021-03-21";"344.8344";"30.76";"-0.23";"630.17";"3124";"1120.9271";"11329.94";"19282.6";"0";"0"
"E";"2021-03-19";"2021-03-20";"347.37";"30.99";"-0.33";"364.32";"4015.5";"1120.9271";"11313.57";"19304.86";"0";"0"
"E";"2021-03-18";"2021-03-19";"351.0523";"31.32";"-0.37";"261.16";"4249.3";"1120.9271";"11312.89";"19227.15";"0";"0"
"E";"2021-03-17";"2021-03-18";"355.1749";"31.69";"-0.3";"483.16";"3838.3";"1120.9271";"11312.21";"19235.79";"0";"0"
"E";"2021-03-16";"2021-03-17";"358.5754";"31.99";"-0.28";"549.89";"3644.3";"1120.9271";"11311.61";"19249.26";"0";"0"
"E";"2021-03-15";"2021-03-16";"361.7185";"32.27";"-0.21";"456.21";"3218.3";"1120.9271";"11311.11";"19304.57";"0";"0"
"E";"2021-03-14";"2021-03-15";"364.0853";"32.51";"-0.13";"731.35";"2235";"1119.7808";"11310.66";"19224.3";"0";"0"
"E";"2021-03-13";"2021-03-14";"365.5924";"32.65";"-0.11";"971.11";"2168.2";"1119.7808";"11310.17";"19229.2";"0";"0"
