"Status";"Gas Day Start (status at 6AM CET)";"Gas Day End";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Technical Capacity (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)";"Contracted Capacity (TWh)";"Available Capacity (TWh)"
"E";"2018-10-30";"2018-10-31";"966.4729";"86.87";"0.04";"681.41";"2036.1";"1112.5563";"11753.4";"19918.78";"0";"0"
"E";"2018-10-29";"2018-10-30";"965.9913";"86.83";"-0.14";"581.83";"2157.1";"1112.5563";"11753.32";"19918.95";"0";"0"
"E";"2018-10-28";"2018-10-29";"967.5429";"86.97";"-0.01";"840.53";"977.8";"1112.5516";"11753.78";"19917.69";"0";"0"
"E";"2018-10-27";"2018-10-28";"967.693";"86.91";"0.04";"1000.38";"537.2";"1113.4132";"11924.86";"20197.16";"0";"0"
"E";"2018-10-26";"2018-10-27";"967.2259";"86.94";"0.01";"855.12";"645.4";"1112.5516";"11755.76";"19912.49";"0";"0"
"E";"2018-10-25";"2018-10-26";"967.0702";"86.92";"0.04";"1111.63";"676.5";"1112.5461";"11761.5";"19918.88";"0";"0"
"E";"2018-10-24";"2018-10-25";"966.6422";"86.89";"0.07";"1505.44";"711.3";"1112.5461";"11762.53";"19916.3";"0";"0"
"E";"2018-10-23";"2018-10-24";"965.8826";"86.82";"0.08";"1323.46";"385.1";"1112.5461";"11811.39";"19910.84";"0";"0"
"E";"2018-10-22";"2018-10-23";"964.9509";"86.73";"0.09";"1437.97";"437.4";"1112.5461";"11808.71";"19917.82";"0";"0"
"E";"2018-10-21";"2018-10-22";"963.9523";"86.65";"0.24";"2891.05";"195.5";"1112.5296";"11809.23";"19915.62";"0";"0"
"E";"2018-10-20";"2018-10-21";"961.2507";"86.4";"0.26";"2846.58";"195.8";"1112.5296";"11809.82";"19914.25";"0";"0"
"E";"2018-10-19";"2018-10-20";"958.3567";"86.14";"0.15";"2059.03";"332.7";"1112.5296";"11810.58";"19912.25";"0";"0"
"E";"2018-10-18";"2018-10-19";"956.6677";"85.99";"0.15";"2219.93";"523.9";"1112.5296";"11811.53";"19815.35";"0";"0"
"E";"2018-10-17";"2018-10-18";"955.0131";"85.84";"0.17";"2103.99";"213.1";"1112.5296";"11812.5";"19812.89";"0";"0"
"E";"2018-10-16";"2018-10-17";"953.0989";"85.67";"0.22";"2507.76";"200.2";"1112.5296";"11813.15";"19811.24";"0";"0"
"E";"2018-10-15";"2018-10-16";"950.6905";"85.45";"0.24";"2777.87";"201.2";"1112.5296";"11812.5";"19813.15";"0";"0"
"E";"2018-10-14";"2018-10-15";"948.0644";"85.22";"0.37";"4311.47";"142";"1112.5523";"11878.69";"19849.67";"0";"0"
"E";"2018-10-13";"2018-10-14";"943.988";"84.85";"0.41";"4438.85";"131.5";"1112.5524";"11879.6";"19847.27";"0";"0"
"E";"2018-10-12";"2018-10-13";"939.4089";"84.44";"0.31";"3700.41";"181.1";"1112.5523";"11906.86";"19843.95";"0";"0"
"E";"2018-10-11";"2018-10-12";"935.9929";"84.13";"0.25";"3001.71";"193.6";"1112.5523";"12014.13";"19841.92";"0";"0"
"E";"2018-10-10";"2018-10-11";"933.1934";"83.88";"0.19";"2449.51";"211.7";"1112.5523";"12014.79";"19840.27";"0";"0"
"E";"2018-10-09";"2018-10-10";"931.096";"83.69";"0.14";"1901.15";"332.2";"1112.5523";"12015.46";"19838.57";"0";"0"
"E";"2018-10-08";"2018-10-09";"929.5676";"83.55";"0.16";"2102.45";"336.2";"1112.5524";"12014.98";"19839.89";"0";"0"
"E";"2018-10-07";"2018-10-08";"927.8051";"83.39";"0.27";"3137.93";"135.8";"1112.5564";"12015.88";"19837.81";"0";"0"
"E";"2018-10-06";"2018-10-07";"924.792";"83.12";"0.28";"3316.9";"192.5";"1112.5714";"12021.22";"19835.68";"0";"0"
"E";"2018-10-05";"2018-10-06";"921.6447";"82.84";"0.19";"2500.29";"397.6";"1112.5714";"12022";"19833.54";"0";"0"
"E";"2018-10-04";"2018-10-05";"919.5092";"82.65";"0.14";"1823.89";"312.5";"1112.5714";"12013.61";"19831.8";"0";"0"
"E";"2018-10-03";"2018-10-04";"917.9868";"82.52";"0.16";"2130.91";"279.6";"1112.497";"12021.17";"19830.13";"0";"0"
"E";"2018-10-02";"2018-10-03";"916.2476";"82.36";"0.15";"1951.99";"340.9";"1112.497";"12021.89";"19828.42";"0";"0"
"E";"2018-10-01";"2018-10-02";"914.6087";"82.21";"0.13";"2020.04";"384.8";"1112.512";"11951.49";"19685.61";"0";"0"
"E";"2018-09-30";"2018-10-01";"913.1795";"82.13";"0.27";"3254.37";"235";"1111.8841";"12058.97";"19828.99";"0";"0"
"E";"2018-09-29";"2018-09-30";"910.1249";"81.85";"0.27";"3235.29";"278.6";"1111.8841";"12059.26";"19828.22";"0";"0"
"E";"2018-09-28";"2018-09-29";"907.1235";"81.58";"0.24";"3057.49";"474.8";"1111.8841";"12059.48";"19827.62";"0";"0"
"E";"2018-09-27";"2018-09-28";"904.504";"81.35";"0.24";"2990.36";"390.9";"1111.8862";"12037.71";"19826.91";"0";"0"
"E";"2018-09-26";"2018-09-27";"901.8205";"81.11";"0.2";"2503.8";"539.4";"1111.8841";"12037.81";"19827.07";"0";"0"
"E";"2018-09-25";"2018-09-26";"899.6523";"80.91";"0.17";"2488.83";"624.3";"1111.8841";"12015.77";"19827.17";"0";"0"
"E";"2018-09-24";"2018-09-25";"897.7468";"80.74";"0.2";"2693.99";"788.2";"1111.8691";"12037.34";"19827.77";"0";"0"
"E";"2018-09-23";"2018-09-24";"895.4846";"80.54";"0.32";"3874.7";"380.7";"1111.9026";"12038.55";"19826.11";"0";"0"
"E";"2018-09-22";"2018-09-23";"891.982";"80.22";"0.31";"3841.74";"375.6";"1111.9026";"12039.31";"19823.98";"0";"0"
"E";"2018-09-21";"2018-09-22";"888.5165";"79.91";"0.32";"3778.17";"366.2";"1111.9026";"12017.94";"19822.15";"0";"0"
"E";"2018-09-20";"2018-09-21";"884.9316";"79.59";"0.27";"3537.87";"337.9";"1111.9026";"12018.76";"19819.86";"0";"0"
"E";"2018-09-19";"2018-09-20";"881.8819";"79.31";"0.32";"3702.63";"276.7";"1111.8876";"12019.27";"19817.85";"0";"0"
"E";"2018-09-18";"2018-09-19";"878.285";"78.99";"0.33";"3824.99";"227.4";"1111.8876";"12020.3";"19815.07";"0";"0"
"E";"2018-09-17";"2018-09-18";"874.6544";"78.66";"0.31";"3673.9";"306.8";"1111.9026";"12020.33";"19815.75";"0";"0"
"E";"2018-09-16";"2018-09-17";"871.2441";"78.35";"0.43";"4955.16";"157.9";"1111.9273";"12021.67";"19813.51";"0";"0"
"E";"2018-09-15";"2018-09-16";"866.4131";"77.92";"0.41";"4817.21";"211.9";"1111.9273";"12022.7";"19810.81";"0";"0"
"E";"2018-09-14";"2018-09-15";"861.8001";"77.51";"0.41";"3875.93";"361.3";"1111.9273";"12023.36";"19809.08";"0";"0"
"E";"2018-09-13";"2018-09-14";"857.2663";"77.1";"0.16";"3336.92";"550.7";"1111.9123";"12023.45";"19807.97";"0";"0"
"E";"2018-09-12";"2018-09-13";"855.5187";"76.94";"0.26";"3416.71";"599.2";"1111.9273";"12023.91";"19807.23";"0";"0"
"E";"2018-09-11";"2018-09-12";"852.6795";"76.68";"0.29";"3536.64";"362.2";"1111.9273";"12024.45";"19805.8";"0";"0"
"E";"2018-09-10";"2018-09-11";"849.4772";"76.4";"0.33";"3617.1";"384.9";"1111.9273";"12025.01";"19804.39";"0";"0"
"E";"2018-09-09";"2018-09-10";"845.8135";"76.07";"0.38";"4471.12";"166.3";"1111.8326";"12024.58";"19800.39";"0";"0"
"E";"2018-09-08";"2018-09-09";"841.5653";"75.69";"0.35";"4214.04";"321.5";"1111.8326";"12025.26";"19798.68";"0";"0"
"E";"2018-09-07";"2018-09-08";"837.6523";"75.34";"0.27";"3623.44";"422.5";"1111.8326";"12025.59";"19797.82";"0";"0"
"E";"2018-09-06";"2018-09-07";"834.6181";"75.07";"0.26";"3344.27";"597.5";"1111.8326";"12025.98";"19796.79";"0";"0"
"E";"2018-09-05";"2018-09-06";"831.6963";"74.81";"0.27";"3435.79";"544.2";"1111.7626";"12026.45";"19795.57";"0";"0"
"E";"2018-09-04";"2018-09-05";"828.6813";"74.54";"0.26";"3415.97";"545.4";"1111.7626";"12026.86";"19794.44";"0";"0"
"E";"2018-09-03";"2018-09-04";"825.7969";"74.28";"0.27";"3647.54";"717.1";"1111.7626";"12026.37";"19795.79";"0";"0"
"E";"2018-09-02";"2018-09-03";"822.8319";"74.02";"0.39";"4515.63";"152";"1111.6556";"12026.49";"19791.37";"0";"0"
"E";"2018-09-01";"2018-09-02";"818.4452";"73.62";"0.45";"4313.88";"203.3";"1111.6556";"12027.06";"19789.73";"0";"0"
"E";"2018-08-31";"2018-09-01";"813.4762";"73.2";"0.26";"3768.74";"465.1";"1111.2476";"12037.97";"19788.49";"0";"0"
"E";"2018-08-30";"2018-08-31";"810.6145";"72.95";"0.29";"3870.76";"598.1";"1111.2476";"12038.83";"19787.2";"0";"0"
"E";"2018-08-29";"2018-08-30";"807.3459";"72.65";"0.31";"4052.43";"609.2";"1111.2476";"12039.45";"19785.72";"0";"0"
"E";"2018-08-28";"2018-08-29";"803.9165";"72.34";"0.32";"4159.43";"607.9";"1111.2476";"12040.35";"19783.84";"0";"0"
"E";"2018-08-27";"2018-08-28";"800.3415";"72.02";"0.39";"4570.12";"310.3";"1111.2476";"12014.64";"19781.89";"0";"0"
"E";"2018-08-26";"2018-08-27";"796.0446";"71.63";"0.45";"5144.87";"187.8";"1111.2826";"11990.89";"19780.68";"0";"0"
"E";"2018-08-25";"2018-08-26";"791.0448";"71.18";"0.48";"4962.02";"252.6";"1111.2826";"11991.56";"19778.82";"0";"0"
"E";"2018-08-24";"2018-08-25";"785.7582";"70.71";"0.32";"4539.38";"363.2";"1111.2826";"12019.55";"19776.74";"0";"0"
"E";"2018-08-23";"2018-08-24";"782.1512";"70.38";"0.35";"4236.45";"405.5";"1111.3526";"12020.34";"19774.72";"0";"0"
"E";"2018-08-22";"2018-08-23";"778.2863";"70.03";"0.36";"4296.04";"341.9";"1111.2826";"12021.58";"19772.71";"0";"0"
"E";"2018-08-21";"2018-08-22";"774.2986";"69.68";"0.37";"4511.55";"462.5";"1111.2826";"11997.13";"19770.77";"0";"0"
"E";"2018-08-20";"2018-08-21";"770.2305";"69.31";"0.36";"4498.95";"518.4";"1111.2826";"11989.99";"19770.55";"0";"0"
"E";"2018-08-19";"2018-08-20";"766.2078";"68.95";"0.5";"5670.86";"131.4";"1111.3122";"11989.92";"19769.06";"0";"0"
"E";"2018-08-18";"2018-08-19";"760.6432";"68.45";"0.5";"5712.02";"137";"1111.3032";"11990.56";"19767.03";"0";"0"
"E";"2018-08-17";"2018-08-18";"755.0502";"67.94";"0.47";"5270.46";"200.4";"1111.3032";"12004.23";"19764.92";"0";"0"
"E";"2018-08-16";"2018-08-17";"749.8379";"67.47";"0.44";"5019.83";"132.7";"1111.3032";"12005.15";"19762.85";"0";"0"
"E";"2018-08-15";"2018-08-16";"744.9576";"67.03";"0.47";"5326.74";"104.1";"1111.2988";"12005.75";"19760.61";"0";"0"
"E";"2018-08-14";"2018-08-15";"739.6904";"66.56";"0.42";"4833.8";"201.5";"1111.3138";"12006.55";"19758.74";"0";"0"
"E";"2018-08-13";"2018-08-14";"735.0489";"66.14";"0.4";"4729.28";"266.1";"1111.3138";"11997.66";"19758.31";"0";"0"
"E";"2018-08-12";"2018-08-13";"730.5655";"65.74";"0.49";"5620.33";"141.1";"1111.3343";"12000.28";"19756.75";"0";"0"
"E";"2018-08-11";"2018-08-12";"725.0654";"65.24";"0.51";"5738.11";"119.7";"1111.3343";"12000.85";"19754.67";"0";"0"
"E";"2018-08-10";"2018-08-11";"719.4319";"64.74";"0.45";"5264.59";"229.6";"1111.3343";"12006.09";"19752.72";"0";"0"
"E";"2018-08-09";"2018-08-10";"714.386";"64.28";"0.4";"4642.04";"229.2";"1111.3343";"11980.93";"19712.32";"0";"0"
"E";"2018-08-08";"2018-08-09";"709.898";"63.88";"0.38";"4403.1";"251.6";"1111.3343";"12006.43";"19710.35";"0";"0"
"E";"2018-08-07";"2018-08-08";"705.6341";"63.49";"0.42";"4116.28";"248.7";"1111.3343";"12007.08";"19708.34";"0";"0"
"E";"2018-08-06";"2018-08-07";"700.996";"63.06";"0.36";"4237.4";"250.9";"1111.6317";"12010.16";"19699.45";"0";"0"
"E";"2018-08-05";"2018-08-06";"696.9636";"62.7";"0.48";"5478.26";"208.4";"1111.6682";"12012.31";"19698.29";"0";"0"
"E";"2018-08-04";"2018-08-05";"691.6155";"62.21";"0.47";"5416.44";"241.7";"1111.6682";"12013.84";"19696.37";"0";"0"
"E";"2018-08-03";"2018-08-04";"686.3614";"61.74";"0.38";"4636.96";"507.1";"1111.6832";"12059.42";"19694.68";"0";"0"
"E";"2018-08-02";"2018-08-03";"682.1765";"61.36";"0.36";"4377.48";"398.8";"1111.6832";"11855.89";"19693.32";"0";"0"
"E";"2018-08-01";"2018-08-02";"678.1389";"61.17";"0.39";"4700.5";"314";"1108.6713";"11851.94";"19692.58";"0";"0"
"E";"2018-07-31";"2018-08-01";"673.797";"60.61";"0.42";"4848.01";"343.4";"1111.6832";"12064.6";"19691.39";"0";"0"
"E";"2018-07-30";"2018-07-31";"669.1226";"60.19";"0.4";"4815.77";"371.2";"1111.6832";"12061";"19691";"0";"0"
"E";"2018-07-29";"2018-07-30";"664.6528";"59.79";"0.46";"5321.03";"241.4";"1111.7094";"12061.75";"19729.1";"0";"0"
"E";"2018-07-28";"2018-07-29";"659.5552";"59.33";"0.44";"5039.52";"325.1";"1111.7094";"12062.09";"19728.06";"0";"0"
"E";"2018-07-27";"2018-07-28";"654.6628";"58.89";"0.34";"4136.73";"415.3";"1111.7244";"12010.21";"19727.01";"0";"0"
"E";"2018-07-26";"2018-07-27";"650.9302";"58.55";"0.31";"3848.92";"430.3";"1111.7094";"12001.5";"19725.61";"0";"0"
"E";"2018-07-25";"2018-07-26";"647.4303";"58.24";"0.31";"3878.04";"433.8";"1111.7244";"12011";"19724.86";"0";"0"
"E";"2018-07-24";"2018-07-25";"644.0064";"57.93";"0.3";"3867.45";"540.2";"1111.7244";"12011.09";"19724.51";"0";"0"
"E";"2018-07-23";"2018-07-24";"640.7143";"57.63";"0.34";"4077.1";"346.3";"1111.7244";"11989.97";"19724.8";"0";"0"
"E";"2018-07-22";"2018-07-23";"636.9888";"57.3";"0.44";"5088.33";"183.5";"1111.6688";"11990.02";"19722.84";"0";"0"
"E";"2018-07-21";"2018-07-22";"632.094";"56.86";"0.43";"4910.28";"155.9";"1111.6688";"11990.27";"19722.1";"0";"0"
"E";"2018-07-20";"2018-07-21";"627.3405";"56.43";"0.32";"3923.76";"375.3";"1111.6538";"11991.23";"19721.75";"0";"0"
"E";"2018-07-19";"2018-07-20";"623.8288";"56.12";"0.29";"3890.86";"648.1";"1111.6538";"11991.47";"19721.34";"0";"0"
"E";"2018-07-18";"2018-07-19";"620.6394";"55.84";"0.34";"3734.31";"570.2";"1111.3879";"11990.77";"19721.19";"0";"0"
"E";"2018-07-17";"2018-07-18";"616.872";"55.55";"0.25";"3686.6";"419.5";"1110.4879";"11984.11";"19720.27";"0";"0"
"E";"2018-07-16";"2018-07-17";"614.0931";"55.26";"0.38";"4512.34";"307.6";"1111.3729";"11976.58";"19719.54";"0";"0"
"E";"2018-07-15";"2018-07-16";"609.8493";"54.87";"0.5";"5650.45";"114.5";"1111.3997";"11968.78";"19717.7";"0";"0"
"E";"2018-07-14";"2018-07-15";"604.3047";"54.37";"0.49";"5593.03";"119.1";"1111.4147";"11957.22";"19717.08";"0";"0"
"E";"2018-07-13";"2018-07-14";"598.8156";"53.88";"0.35";"4172.49";"343.3";"1111.4147";"11957.68";"19715.77";"0";"0"
"E";"2018-07-12";"2018-07-13";"594.9615";"53.53";"0.32";"4003.91";"375.5";"1111.4147";"11957.99";"19714.88";"0";"0"
"E";"2018-07-11";"2018-07-12";"591.3626";"53.21";"0.34";"3938.84";"211.1";"1111.4147";"11958.41";"19713.71";"0";"0"
"E";"2018-07-10";"2018-07-11";"587.619";"52.87";"0.25";"3865.13";"214.7";"1111.3928";"11959.19";"19712.64";"0";"0"
"E";"2018-07-09";"2018-07-10";"584.8402";"52.77";"0.37";"4306.04";"198";"1108.2382";"11959.37";"19712.05";"0";"0"
"E";"2018-07-08";"2018-07-09";"580.7143";"52.25";"0.51";"5918.42";"206.7";"1111.3722";"11960.14";"19709.93";"0";"0"
"E";"2018-07-07";"2018-07-08";"575.0141";"51.74";"0.52";"5866.29";"191.4";"1111.3722";"11960.74";"19708.25";"0";"0"
"E";"2018-07-06";"2018-07-07";"569.2544";"51.22";"0.41";"4810.17";"240.7";"1111.3722";"11961.14";"19706.6";"0";"0"
"E";"2018-07-05";"2018-07-06";"564.6557";"50.81";"0.38";"4486.39";"309.9";"1111.3722";"11961.7";"19705.1";"0";"0"
"E";"2018-07-04";"2018-07-05";"560.4609";"50.43";"0.42";"4194.78";"322";"1111.3722";"11930.79";"19703.46";"0";"0"
"E";"2018-07-03";"2018-07-04";"555.7677";"50.01";"0.38";"4340.71";"275.3";"1111.3722";"11932.38";"19701.81";"0";"0"
"E";"2018-07-02";"2018-07-03";"551.5825";"49.63";"0.4";"4672.73";"356.3";"1111.3722";"11932.6";"19701.14";"0";"0"
"E";"2018-07-01";"2018-07-02";"547.0899";"49.23";"0.49";"5696.04";"245.7";"1111.3845";"11933.49";"19699.41";"0";"0"
"E";"2018-06-30";"2018-07-01";"541.5951";"48.73";"0.45";"5497.11";"220";"1111.3845";"11958.37";"19697.83";"0";"0"
"E";"2018-06-29";"2018-06-30";"536.6419";"48.29";"0.39";"4790.72";"425";"1111.3845";"11958.73";"19696.74";"0";"0"
"E";"2018-06-28";"2018-06-29";"532.269";"47.89";"0.35";"4438.28";"504.3";"1111.3845";"11959.29";"19695.13";"0";"0"
"E";"2018-06-27";"2018-06-28";"528.3268";"47.54";"0.32";"4232.63";"346.5";"1111.3845";"11959.54";"19694.27";"0";"0"
"E";"2018-06-26";"2018-06-27";"524.7637";"47.22";"0.35";"4146.61";"224.9";"1111.3845";"11961.29";"19693.49";"0";"0"
"E";"2018-06-25";"2018-06-26";"520.8588";"46.87";"1.04";"4233.69";"244.4";"1111.3845";"11961.63";"19692.48";"0";"0"
"E";"2018-06-24";"2018-06-25";"509.3102";"45.83";"0.45";"5233.64";"145.6";"1111.3989";"11962.35";"19691.2";"0";"0"
"E";"2018-06-23";"2018-06-24";"504.281";"45.37";"0.45";"5224.83";"143.1";"1111.3989";"11963.01";"19689.31";"0";"0"
"E";"2018-06-22";"2018-06-23";"499.2257";"44.98";"-0.33";"4085.78";"145.9";"1109.9424";"11963.46";"19688.1";"0";"0"
"E";"2018-06-21";"2018-06-22";"502.8536";"45.24";"0.33";"3873.4";"245.2";"1111.421";"11964.17";"19687.49";"0";"0"
"E";"2018-06-20";"2018-06-21";"499.2337";"44.92";"0.32";"3883.33";"251.6";"1111.421";"11964.28";"19686.93";"0";"0"
"E";"2018-06-19";"2018-06-20";"495.6683";"44.6";"0.34";"4075.24";"312.4";"1111.421";"11966.46";"19686.22";"0";"0"
"E";"2018-06-18";"2018-06-19";"491.8959";"44.26";"0.37";"4302.3";"203.7";"1111.421";"11966.8";"19685.34";"0";"0"
"E";"2018-06-17";"2018-06-18";"487.8051";"43.89";"0.47";"5347.39";"95";"1111.3963";"11966.92";"19683.44";"0";"0"
"E";"2018-06-16";"2018-06-17";"482.5484";"43.42";"0.47";"5314.74";"86.9";"1111.3963";"11967.38";"19681.97";"0";"0"
"E";"2018-06-15";"2018-06-16";"477.3287";"42.95";"0.34";"4542.59";"236.7";"1111.3963";"11967.71";"19681.13";"0";"0"
"E";"2018-06-14";"2018-06-15";"473.5663";"42.61";"0.43";"4722.1";"223.6";"1111.3963";"11967.82";"19680.94";"0";"0"
"E";"2018-06-13";"2018-06-14";"468.8353";"42.18";"0.4";"4510.81";"250";"1111.3963";"11967.85";"19680.83";"0";"0"
"E";"2018-06-12";"2018-06-13";"464.3346";"41.78";"0.34";"4272.97";"469.3";"1111.3963";"11968.11";"19680.09";"0";"0"
"E";"2018-06-11";"2018-06-12";"460.5375";"41.44";"0.37";"4320.47";"177.4";"1111.3963";"11968.53";"19678.83";"0";"0"
"E";"2018-06-10";"2018-06-11";"456.3884";"41.07";"0.48";"5441.94";"90.4";"1111.3799";"11985.25";"19676.44";"0";"0"
"E";"2018-06-09";"2018-06-10";"451.0754";"40.59";"0.45";"5199.64";"119.8";"1111.3799";"11985.81";"19674.8";"0";"0"
"E";"2018-06-08";"2018-06-09";"446.0239";"40.13";"0.35";"4257.01";"356.4";"1111.3799";"11985.89";"19674.59";"0";"0"
"E";"2018-06-07";"2018-06-08";"442.1562";"39.78";"0.33";"4082.96";"290.5";"1111.3799";"11964.91";"19674.27";"0";"0"
"E";"2018-06-06";"2018-06-07";"438.5073";"39.46";"0.32";"4055.82";"278.7";"1111.3799";"11964.15";"19674.14";"0";"0"
"E";"2018-06-05";"2018-06-06";"434.9778";"39.14";"0.29";"3895.14";"408.5";"1111.3799";"11954.33";"19674.42";"0";"0"
"E";"2018-06-04";"2018-06-05";"431.7929";"38.85";"0.36";"4327.47";"285.6";"1111.3799";"11909.47";"19673.01";"0";"0"
"E";"2018-06-03";"2018-06-04";"427.7383";"38.49";"0.46";"5231.24";"131";"1111.3799";"11910.11";"19671.19";"0";"0"
"E";"2018-06-02";"2018-06-03";"422.6492";"38.03";"0.46";"5262.06";"181";"1111.3799";"11910.69";"19669.56";"0";"0"
"E";"2018-06-01";"2018-06-02";"417.5607";"37.57";"0.33";"4359.5";"725";"1111.3799";"11910.77";"19669.09";"0";"0"
"E";"2018-05-31";"2018-06-01";"413.9237";"37.26";"0.33";"4324.66";"581.3";"1110.8962";"11481.02";"19678.16";"0";"0"
"E";"2018-05-30";"2018-05-31";"410.2297";"36.93";"0.35";"4476.73";"551.6";"1110.8962";"11481.02";"19240.13";"0";"0"
"E";"2018-05-29";"2018-05-30";"406.3131";"36.58";"0.37";"4893.35";"292";"1110.8962";"11409.22";"19120.52";"0";"0"
"E";"2018-05-28";"2018-05-29";"402.1836";"36.31";"0.44";"5174.03";"317.5";"1107.693";"11370.22";"19120.52";"0";"0"
"E";"2018-05-27";"2018-05-28";"397.3522";"35.87";"0.53";"5891.22";"96.9";"1107.7023";"11800.32";"19556.66";"0";"0"
"E";"2018-05-26";"2018-05-27";"391.4948";"35.34";"0.52";"5862.2";"90.1";"1107.7023";"11871.64";"19696.91";"0";"0"
"E";"2018-05-25";"2018-05-26";"385.7654";"34.83";"0.42";"4956.61";"367.1";"1107.7023";"11871.98";"19695.79";"0";"0"
"E";"2018-05-24";"2018-05-25";"381.1611";"34.41";"0.32";"4297.93";"745.1";"1107.7023";"11871.11";"19695.15";"0";"0"
"E";"2018-05-23";"2018-05-24";"377.6238";"33.99";"0.39";"4520.12";"192.1";"1110.8569";"11872.86";"19693.02";"0";"0"
"E";"2018-05-22";"2018-05-23";"373.2576";"33.6";"0.41";"4726.31";"178.4";"1110.7266";"11872.44";"19691.37";"0";"0"
"E";"2018-05-21";"2018-05-22";"368.7107";"33.29";"0.47";"5196.75";"162.1";"1107.572";"11887.34";"19702.46";"0";"0"
"E";"2018-05-20";"2018-05-21";"363.4877";"32.82";"0.48";"5424";"118.4";"1107.5615";"11888.03";"19699.93";"0";"0"
"E";"2018-05-19";"2018-05-20";"358.1934";"32.34";"0.44";"5119.89";"235.6";"1107.5615";"11888.64";"19698.17";"0";"0"
"E";"2018-05-18";"2018-05-19";"353.3406";"31.9";"0.34";"4218.58";"416.8";"1107.5615";"11889.34";"19696.08";"0";"0"
"E";"2018-05-17";"2018-05-18";"349.5377";"31.56";"0.37";"4560.48";"408.8";"1107.5615";"11889.97";"19694.39";"0";"0"
"E";"2018-05-16";"2018-05-17";"345.4233";"31.19";"0.38";"4555.26";"354.7";"1107.5615";"11890.76";"19670.19";"0";"0"
"E";"2018-05-15";"2018-05-16";"341.2472";"30.81";"0.38";"4588.32";"381.9";"1107.5615";"11891.32";"19668.6";"0";"0"
"E";"2018-05-14";"2018-05-15";"337.0238";"30.43";"0.48";"4616.71";"407.2";"1107.5615";"11891.53";"19668.07";"0";"0"
"E";"2018-05-13";"2018-05-14";"331.7459";"29.95";"0.38";"5471.1";"163.7";"1107.5469";"11892.06";"19665.83";"0";"0"
"E";"2018-05-12";"2018-05-13";"327.529";"29.57";"0.48";"5546.74";"204.6";"1107.5469";"11892.82";"19663.54";"0";"0"
"E";"2018-05-11";"2018-05-12";"322.2067";"29.09";"0.45";"5181.02";"227.7";"1107.5469";"11893.45";"19661.77";"0";"0"
"E";"2018-05-10";"2018-05-11";"317.2696";"28.65";"0.43";"4982.23";"158.5";"1107.5469";"11894.09";"19659.93";"0";"0"
"E";"2018-05-09";"2018-05-10";"312.4882";"28.21";"0.4";"4706.85";"291.5";"1107.5469";"11894.87";"19657.78";"0";"0"
"E";"2018-05-08";"2018-05-09";"308.0764";"27.82";"0.42";"4849.48";"286.3";"1107.5469";"11895.63";"19655.61";"0";"0"
"E";"2018-05-07";"2018-05-08";"303.4613";"27.4";"0.43";"4534.64";"223.8";"1107.5469";"11896.26";"19653.83";"0";"0"
"E";"2018-05-06";"2018-05-07";"298.7479";"26.97";"0.39";"5071.58";"285";"1107.5573";"11897.23";"19651.74";"0";"0"
"E";"2018-05-05";"2018-05-06";"294.4537";"26.59";"0.39";"4720.72";"327.3";"1107.5573";"11897.58";"19650.66";"0";"0"
"E";"2018-05-04";"2018-05-05";"290.1443";"26.2";"0.3";"3529.09";"563.5";"1107.5573";"11897.71";"19650.05";"0";"0"
"E";"2018-05-03";"2018-05-04";"286.7811";"26.01";"0.18";"3096.07";"732.8";"1102.606";"11881.52";"19673.83";"0";"0"
"E";"2018-05-02";"2018-05-03";"284.83";"25.72";"0.21";"3043.18";"747.3";"1107.5573";"11881.67";"19673.16";"0";"0"
"E";"2018-05-01";"2018-05-02";"282.5258";"25.51";"0.46";"4049.48";"347.7";"1107.5573";"11881.64";"19672.98";"0";"0"
"E";"2018-04-30";"2018-05-01";"277.4826";"25.07";"0.29";"4059.75";"721";"1106.7551";"11882.05";"19671.69";"0";"0"
"E";"2018-04-29";"2018-04-30";"274.3263";"24.79";"0.41";"4788.93";"206.7";"1106.7719";"11882.66";"19670.74";"0";"0"
"E";"2018-04-28";"2018-04-29";"269.739";"24.37";"0.4";"4666.95";"214.4";"1106.7719";"11882.81";"19670.16";"0";"0"
"E";"2018-04-27";"2018-04-28";"265.318";"23.97";"0.31";"3801.17";"363";"1106.7719";"11882.95";"19669.71";"0";"0"
"E";"2018-04-26";"2018-04-27";"261.8499";"23.66";"0.34";"3861.1";"152.2";"1106.7719";"11883.35";"19668.49";"0";"0"
"E";"2018-04-25";"2018-04-26";"258.1231";"23.33";"0.33";"3837.05";"170.5";"1106.3719";"11883.94";"19671.95";"0";"0"
"E";"2018-04-24";"2018-04-25";"254.4647";"22.99";"0.31";"3504.43";"178.3";"1106.7719";"11890.99";"19670.61";"0";"0"
"E";"2018-04-23";"2018-04-24";"251.0862";"22.69";"0.39";"4410.54";"132.9";"1106.7674";"11933.69";"19668.59";"0";"0"
"E";"2018-04-22";"2018-04-23";"246.7543";"22.3";"0.54";"5891.18";"147.4";"1106.5952";"11933.9";"19665.33";"0";"0"
"E";"2018-04-21";"2018-04-22";"240.8151";"21.76";"0.48";"5466.68";"172.5";"1106.5952";"11934.65";"19663.22";"0";"0"
